"TheColoradoShakes",51,288,4.804472223917656
"Gman",50,303,7.164357455571319
"Jimbo2",62,326,18.216384331385495
"Floyd99",39,317,9.840600172678615
"JimboShoeLace",39,335,14.765073808034728
"TootyRudy",38,332,11.8318404515587
"blechel",37,309,8.689251502354828
"seconds",47,325,18.28610388437924
"Taddie",52,327,20.97156710624682
"Dan_Tonio_Lafferty",32,314,7.313841740290148
"FullFrontalNerdary",16,340,10.242033815383932
"TheRealFatBoy",15,302,1.5589603583017928
"aboyce5",5,335,5.678682486216143
"JonnyWolverine",3,282,0.636830663681032
