"FullFrontalNerdary",0,351,9.213076525180199,8.095631690825886,10.330521359540255
"TheColoradoShakes",0,351,10.780922173217935,12.912074169511756,8.649770176909511
"Gman",0,351,9.009384017183478,6.7777096604324205,11.241058373946382
"TheRealFatBoy",0,351,6.786947706329636,10.187131690973915,3.3867637217026396
"Floyd99",0,351,9.64375943094305,10.921732995410514,8.365785866482549
"JonnyWolverine",0,351,8.387839897465604,11.594926967713002,5.18075282722836
"Taddie",0,351,13.486219735211726,14.286303313067771,12.686136157307699
"Jimbo2",0,351,11.389228092884924,4.8375907743969915,17.94086541135543
"JimboShoeLace",0,351,10.06544673940202,6.409064269566626,13.721829209214073
"Dan_Tonio_Lafferty",0,351,10.862469030183044,11.257880677775072,10.467057382561526
"TootyRudy",0,351,8.777592272802393,8.646375162901654,8.908809382717791
"aboyce5",0,351,7.208458798371066,6.408520034952639,8.008397561813975
"blechel",0,351,10.776098219561046,11.672612386442129,9.879584052662326
"seconds",0,351,13.612557361293746,15.992446206000745,11.232668516533964
