"TheColoradoShakes",117,250,2.68438720703125
"Gman",118,301,28.39335123697918
"Jimbo2",94,235,0.29380289713541663
"Floyd99",101,258,3.082366943359375
"JimboShoeLace",126,323,42.86695353190103
"TootyRudy",100,311,19.732076009114586
"blechel",108,275,14.7596435546875
"seconds",78,246,4.184305826822916
"Taddie",74,240,1.976938883463542
"Dan_Tonio_Lafferty",77,266,1.3256734212239585
"FullFrontalNerdary",77,324,16.36623128255208
"TheRealFatBoy",84,261,0.8562011718749999
"aboyce5",39,299,3.476786295572916
"JonnyWolverine",11,225,0.00128173828125
